DATAH	Record	Date	Time	MINIOCEA	CHK	
DATA	0000228	2024-06-18	15:12:32.165	325.20	 42
DATA	0000229	2024-06-18	15:12:47.165	329.14	 56
DATA	0000230	2024-06-18	15:13:02.166	316.40	 36
DATA	0000231	2024-06-18	15:13:17.167	334.18	 49
DATA	0000232	2024-06-18	15:13:32.168	333.74	 49
DATA	0000233	2024-06-18	15:13:47.168	332.77	 58
DATA	0000234	2024-06-18	15:14:02.169	305.55	 48
DATA	0000235	2024-06-18	15:14:17.170	280.24	 45
DATA	0000236	2024-06-18	15:14:32.170	267.83	 53
DATA	0000237	2024-06-18	15:14:47.171	264.65	 58
DATA	0000238	2024-06-18	15:15:02.172	255.80	 49
DATA	0000239	2024-06-18	15:15:17.173	250.26	 52
DATA	0000240	2024-06-18	15:15:32.173	246.32	 43
DATA	0000241	2024-06-18	15:15:47.174	240.23	 45
DATA	0000242	2024-06-18	15:16:02.175	240.67	 47
DATA	0000243	2024-06-18	15:16:17.175	237.79	 63
DATA	0000244	2024-06-18	15:16:32.176	242.14	 47
DATA	0000245	2024-06-18	15:16:47.177	237.74	 65
DATA	0000246	2024-06-18	15:17:02.178	236.32	 52
DATA	0000247	2024-06-18	15:17:17.178	239.09	 66
DATA	0000248	2024-06-18	15:17:32.179	232.57	 61
DATA	0000249	2024-06-18	15:17:47.180	235.46	 61
DATA	0000250	2024-06-18	15:18:02.181	227.27	 46
DATA	0000251	2024-06-18	15:18:17.181	235.94	 56
DATA	0000252	2024-06-18	15:18:32.182	233.32	 45
DATA	0000253	2024-06-18	15:18:47.183	231.34	 53
DATA	0000254	2024-06-18	15:19:02.183	217.73	 53
DATA	0000255	2024-06-18	15:19:17.184	227.79	 68
DATA	0000256	2024-06-18	15:19:32.185	230.83	 56
DATA	0000257	2024-06-18	15:19:47.186	230.36	 62
DATA	0000258	2024-06-18	15:20:02.186	223.66	 51
DATA	0000259	2024-06-18	15:20:17.187	231.09	 55
DATA	0000260	2024-06-18	15:20:32.188	232.66	 49
DATA	0000261	2024-06-18	15:20:47.188	231.55	 53
DATA	0000262	2024-06-18	15:21:02.189	229.61	 51
DATA	0000263	2024-06-18	15:21:17.190	225.41	 44
DATA	0000264	2024-06-18	15:21:32.191	229.55	 52
DATA	0000265	2024-06-18	15:21:47.191	215.30	 47
DATA	0000266	2024-06-18	15:22:02.192	219.30	 45
DATA	0000267	2024-06-18	15:22:17.193	203.79	 59
DATA	0000268	2024-06-18	15:22:32.193	230.18	 50
DATA	0000269	2024-06-18	15:22:47.194	202.92	 59
DATA	0000270	2024-06-18	15:23:02.195	225.85	 51
DATA	0000271	2024-06-18	15:23:17.196	230.45	 51
DATA	0000272	2024-06-18	15:23:32.196	227.87	 61
DATA	0000273	2024-06-18	15:23:47.197	230.85	 61
DATA	0000274	2024-06-18	15:24:02.198	224.78	 60
DATA	0000275	2024-06-18	15:24:17.198	227.71	 63
DATA	0000276	2024-06-18	15:24:32.199	228.14	 60
DATA	0000277	2024-06-18	15:24:47.200	217.83	 54
DATA	0000278	2024-06-18	15:25:02.201	221.54	 41
DATA	0000279	2024-06-18	15:25:17.201	226.35	 52
DATA	0000280	2024-06-18	15:25:32.202	224.21	 35
DATA	0000281	2024-06-18	15:25:47.203	224.10	 41
DATA	0000282	2024-06-18	15:26:02.204	221.15	 37
DATA	0000283	2024-06-18	15:26:17.204	228.30	 48
DATA	0000284	2024-06-18	15:26:32.205	225.37	 51
DATA	0000285	2024-06-18	15:26:47.206	221.34	 52
DATA	0000286	2024-06-18	15:27:02.206	225.09	 51
DATA	0000287	2024-06-18	15:27:17.207	224.42	 55
DATA	0000288	2024-06-18	15:27:32.208	227.78	 66
DATA	0000289	2024-06-18	15:27:47.209	224.03	 59
DATA	0000290	2024-06-18	15:28:02.209	223.98	 56
DATA	0000291	2024-06-18	15:28:17.210	223.04	 42
DATA	0000292	2024-06-18	15:28:32.211	224.03	 41
DATA	0000293	2024-06-18	15:28:47.211	216.65	 57
DATA	0000294	2024-06-18	15:29:02.212	218.67	 55
DATA	0000295	2024-06-18	15:29:17.213	221.68	 58
DATA	0000296	2024-06-18	15:29:32.214	220.27	 51
